country,street_name,gender,occupation_category
ES,Calle Maese Rodrigo,male,"religion; culture, science, arts; religion"
ES,Calle Maestre Angulo,male,other
ES,Calle Maestro Arrieta,male,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Maestro Bretón,male,"culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Maestro Falla,male,"culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Maestro Gómez Zarzuela,male,"culture, science, arts; culture, science, arts"
ES,Calle Maestro Guerrero,male,"culture, science, arts"
ES,Calle Maestro Guridi,male,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Maestro Hamete,male,other
ES,Calle Maestro Jiménez,male,other
ES,Calle Maestro Mariani,male,other
ES,Calle Maestro Pedro Braña,male,"culture, science, arts; culture, science, arts"
ES,Calle Maestro Quiroga,male,"culture, science, arts; culture, science, arts"
ES,Calle Maestro Solano,male,"culture, science, arts"
ES,Calle Maestro Tejera,male,other
ES,Calle Maestro Torroba,male,"culture, science, arts; culture, science, arts"
ES,Calle Maestro Turina,male,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Magallanes,male,"culture, science, arts; other; other"
ES,Calle Maimonides,male,"culture, science, arts; culture, science, arts; religion; culture, science, arts; other; culture, science, arts"
ES,Calle Malhara,male,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Mamá Margarita,female,"culture, science, arts"
ES,Calle Manolete,male,other; other
ES,Calle Manolo Reyes,male,"culture, science, arts"
ES,Calle Manolo Vázquez,male,other; other
ES,Calle Manuel Altolaguirre,male,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Manuel Arellano,male,"culture, science, arts"
ES,Calle Manuel Barrios Masero,male,other
ES,Calle Manuel Bermuda Barrera,male,other
ES,Calle Manuel Blasco Garzón,male,politics and government; other
ES,Calle Manuel Carretero,male,"culture, science, arts"
ES,Calle Manuel Casana,male,other
ES,Calle Manuel de Castro Padilla,male,other; military
ES,Calle Manuel de Lando,male,other
ES,Calle Manuel Gonzalo Mateu,male,politics and government; politics and government
ES,Calle Manuel Halcón,male,"culture, science, arts; politics and government"
ES,Calle Manuel López Farfán,male,"culture, science, arts; culture, science, arts"
ES,Calle Manuel Luna,male,"culture, science, arts"
ES,Calle Manuel Machado,male,"culture, science, arts; culture, science, arts; politics and government; culture, science, arts; culture, science, arts"
ES,Calle Manuel Macías Mínguez,male,other
ES,Calle Manuel Mantero,male,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Manuel Menor Ortega,male,military
ES,Calle Manuel Pacheco,male,"culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Manuel Pareja Obregón,male,"culture, science, arts; culture, science, arts"
ES,Calle Manuel Ramón Alarcón,male,politics and government
ES,Calle Manuel Ródenas,male,other
ES,Calle Manuel Rodríguez Alonso,male,"culture, science, arts; culture, science, arts"
ES,Calle Manuel Rodríguez Buzón,male,other
ES,Calle Manuel Rojas Marcos,male,other; politics and government
ES,Calle Manuel Vallejo,male,"culture, science, arts"
ES,Calle Manuel Velasco,male,other
ES,Calle Manuel Villalobos,male,other
ES,Calle Marco Polo,male,"other; culture, science, arts; politics and government; politics and government; culture, science, arts; culture, science, arts"
ES,Calle Marco Sancho,male,other
ES,Calle Marconi,male,"culture, science, arts; other; politics and government; other; culture, science, arts; culture, science, arts"
ES,Calle Marcos Ana,male,"culture, science, arts; culture, science, arts; politics and government; culture, science, arts"
ES,Calle Marcos de Cabrera,male,"culture, science, arts"
ES,Calle Marcos Hiráldez de Acosta,male,"culture, science, arts"
ES,Calle María Briceño,female,other
ES,Calle María Fulmen,female,other
ES,Calle María Galiana,female,"culture, science, arts; culture, science, arts"
ES,Calle María Guerrero,female,"culture, science, arts; culture, science, arts; culture, science, arts; other"
ES,Calle María Josefa Segovia,female,"culture, science, arts"
ES,Calle María Laffitte,female,"politics and government; culture, science, arts; culture, science, arts"
ES,Calle Maria Moliner,female,"culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle María Ortiz,female,other
ES,Calle María Zambrano,female,"culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Mariana de Pineda,female,politics and government
ES,Calle Mariano Benlliure,male,"culture, science, arts"
ES,Calle Mariano de Cavia,male,"culture, science, arts; culture, science, arts"
ES,Calle Marie Curie,female,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Mariscal,male,other
ES,Calle Marqués de Estella,male,politics and government; military
ES,Calle Marqués de la Mina,male,military
ES,Calle Marqués de Lozoya,male,"culture, science, arts; politics and government; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Marqués de Nervion,male,other
ES,Calle Marqués de Paradas,male,politics and government
ES,Calle Marqués de Pickman,male,other
ES,Calle Marqués del Duero,male,politics and government; military
ES,Calle Martín Alonso Pinzón,male,"culture, science, arts"
ES,Calle Martín de Gainza,male,"culture, science, arts; culture, science, arts"
ES,Calle Martín de la Jara,male,other
ES,Calle Martín Villa,male,"politics and government; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Martínez de Irala,male,"culture, science, arts"
ES,Calle Martínez de Medina,male,other
ES,Calle Martínez Montañés,male,"culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Mary Ward,female,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Matemáticos Rey Pastor y Castro,male,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Mateo Alemán,male,"culture, science, arts; culture, science, arts"
ES,Calle Mateos,male,other
ES,Calle Mateos Gago,male,"culture, science, arts; religion; culture, science, arts; religion; culture, science, arts"
ES,Calle Matías Arteaga,male,other
ES,Calle Matienzo,male,other
ES,Calle Max Planck,male,"culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Medina,male,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; other; culture, science, arts"
ES,Calle Melchor de Alcázar,male,other
ES,Calle Melchor Gallegos,male,other
ES,Calle Méndez Núñez,male,military; politics and government
ES,Calle Mendoza Ríos,male,"culture, science, arts; culture, science, arts"
ES,Calle Menéndez Pidal,male,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Menippo,male,"culture, science, arts; culture, science, arts; religion"
ES,Calle Mercedes de Velilla,female,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Mery Martin,female,"culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Mesonero Romanos,male,"culture, science, arts"
ES,Calle Miguel Adán,male,"culture, science, arts"
ES,Calle Miguel Ángel,male,"culture, science, arts; other; culture, science, arts; culture, science, arts; culture, science, arts; other; other; culture, science, arts"
ES,Calle Miguel Ángel Olalla,male,other
ES,Calle Miguel Bravo Ferrer,male,other
ES,Calle Miguel Cid,male,"culture, science, arts; culture, science, arts"
ES,Calle Miguel de Carvajal,male,other
ES,Calle Miguel de Mañara,male,"culture, science, arts; religion"
ES,Calle Miguel de Múzquiz,male,politics and government; politics and government
ES,Calle Miguel de Tovar,male,"culture, science, arts"
ES,Calle Miguel de Zumárraga,male,"culture, science, arts"
ES,Calle Miguel Fleta,male,"culture, science, arts"
ES,Calle Miguel Jiménez Hinojosa,male,other
ES,Calle Miguel Rodríguez Piñero,male,"politics and government; culture, science, arts; culture, science, arts"
ES,Calle Miguel Romero Martínez,male,other
ES,Calle Miguel Servet,male,"other; religion; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Miguel Vazquez Garfia,male,other
ES,Calle Modesto Abín,male,other
ES,Calle Monardes,male,"other; culture, science, arts; culture, science, arts"
ES,Calle Moratín,male,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Moravia,male,other
ES,Calle Moreno López,male,politics and government
ES,Calle Morgado,male,"culture, science, arts"
ES,Calle Morovelli de Puebla,male,"culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Muñoz Olivé,male,other
ES,Calle Muñoz Seca,male,"culture, science, arts; culture, science, arts"
ES,Calle Muñoz Torrero,male,politics and government
ES,Calle Muñoz y Pabón,male,"religion; culture, science, arts; culture, science, arts"
ES,Calle Murillo,male,"culture, science, arts"
ES,Calle Muro,male,"politics and government; politics and government; culture, science, arts; culture, science, arts; politics and government; culture, science, arts"
ES,Calle Naranjito de Triana,male,"culture, science, arts"
ES,Calle Narciso Bonaplata,male,other
ES,Calle Narciso Campillo,male,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Narciso Monturiol,male,"other; military; culture, science, arts; culture, science, arts; politics and government; other"
ES,Calle Nicasio Gallego,male,"culture, science, arts; culture, science, arts; culture, science, arts; politics and government; culture, science, arts"
ES,Calle Nicolás Alpériz,male,"culture, science, arts"
ES,Calle Nicolás Antonio,male,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Nicolás Díaz Benjumea,male,"culture, science, arts; culture, science, arts"
ES,Calle Nicolás Pisano,male,"culture, science, arts; culture, science, arts"
ES,Calle Niculoso Pisano,male,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Niña de la Alfalfa,female,"culture, science, arts"
ES,Calle Niño de la Palma,male,other
ES,Calle Niño Nicasio,male,other
ES,Calle Niño Perdido,male,other
ES,Calle Niño Ricardo,male,"culture, science, arts; culture, science, arts"
ES,Calle Nobel,male,"culture, science, arts; other; other; culture, science, arts; military; other"
ES,Calle Nuestra Señora de Consolación,female,other
ES,Calle Nuestra Señora de la Merced,female,other
ES,Calle Nuestra Señora de la Paz,female,other
ES,Calle Nuestra Señora de la Salud,female,other
ES,Calle Nuestra Señora de los Ángeles,female,other
ES,Calle Nuestra Señora de los Desamparados,female,other
ES,Calle Nuestra Señora de los Dolores,female,other
ES,Calle Nuestra Señora de los Reyes,female,other
ES,Calle Nuestra Señora del Pilar,female,other
ES,Calle Nuestro Padre Jesus Cautivo,male,"religion; religion; other; religion; other; religion; culture, science, arts; religion; culture, science, arts; religion; religion"
ES,Calle Nuestro Padre Jesús de la Victoria,male,"religion; religion; other; religion; other; religion; culture, science, arts; religion; culture, science, arts; religion; religion"
ES,Calle Nuestro Padre Jesús de las Penas,male,"religion; religion; other; religion; other; religion; culture, science, arts; religion; culture, science, arts; religion; religion"
ES,Calle Nuestro Padre Jesús Nazareno,male,"religion; religion; other; religion; other; religion; culture, science, arts; religion; culture, science, arts; religion; religion"
ES,Calle Nufro Sánchez,male,"culture, science, arts"
ES,Calle Núñez de Balboa,male,"culture, science, arts; politics and government; military"
ES,Calle O'Donnell,male,politics and government; military
ES,Calle Obispo González García,male,religion; politics and government
ES,Calle Ofelia Nieto,female,"culture, science, arts; culture, science, arts"
ES,Calle Olavide,male,"politics and government; culture, science, arts; culture, science, arts; politics and government; culture, science, arts"
ES,Calle Orfebre Cayetano González,male,other
ES,Calle Orfebre Juan Antonio Borrero,male,other
ES,Calle Orfebre Seco Velasco,male,other
ES,Calle Orfila,male,"culture, science, arts; other; culture, science, arts; other; culture, science, arts; other; culture, science, arts"
ES,Calle Oropesa,male,other
ES,Calle Ortega y Gasset,male,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; politics and government; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Otto Engelhardt,male,politics and government; other
ES,Calle Pablo Armero,male,other
ES,Calle Pablo de Rojas,male,"culture, science, arts"
ES,Calle Pablo Legote,male,"culture, science, arts"
ES,Calle Pablo Picasso,male,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; other; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Pacheco y Núñez del Prado,male,politics and government
ES,Calle Paco Gandía,male,"culture, science, arts; culture, science, arts"
ES,Calle Paco Reyes,male,other
ES,Calle Padre Campelo,male,other
ES,Calle Padre Damián,male,religion; religion; religion
ES,Calle Padre Isaac García,male,other
ES,Calle Padre Isla,male,"religion; culture, science, arts; culture, science, arts"
ES,Calle Padre José del Hierro,male,other
ES,Calle Padre José Sebastián Bandarán,male,other
ES,Calle Padre Luis María Llop,male,other
ES,Calle Padre Luque,male,other
ES,Calle Padre Manjón,male,"culture, science, arts; politics and government; culture, science, arts; culture, science, arts; culture, science, arts; religion"
ES,Calle Padre Manuel trenas,male,other
ES,Calle Padre Manuel Trenas,male,other
ES,Calle Padre Marchena,male,other
ES,Calle Padre Maruri,male,religion
ES,Calle Padre Mediavilla,male,other
ES,Calle Padre Méndez Casariego,male,other
ES,Calle Padre Pedro Ayala,male,religion
ES,Calle Padre Tarin,male,religion
ES,Calle Pagés del Corro,male,other
ES,Calle Palacio Valdés,male,"culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Palacios Malaver,male,other
ES,Calle Panadero José Lucas,male,other
ES,Calle Párroco Antonio Gómez Villalobos,male,other
ES,Calle Párroco Antonio González Abato,male,other
ES,Calle Parroco Jose Alvarez Allende,male,other
ES,Calle Párroco José Moreno Vega,male,other
ES,Calle Párroco Pedro Ramos,male,other
ES,Calle Pasaje Mallol,male,other
ES,Calle Pascual de Gayangos,male,"culture, science, arts; culture, science, arts; politics and government; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Pascual González,male,other
ES,Calle Pascual Márquez,male,other; other
ES,Calle Pastor y Landero,male,other; politics and government
ES,Calle Patricio Sáenz,male,other
ES,Calle Paulo Orosio,male,"culture, science, arts; culture, science, arts; religion; religion"
ES,Calle Pedro Barba,male,politics and government; military
ES,Calle Pedro Campana,male,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Pedro Caravaca,male,other
ES,Calle Pedro de Cieza,male,other
ES,Calle Pedro de León,male,other
ES,Calle Pedro de Madrid,male,other
ES,Calle Pedro de Mena,male,"culture, science, arts; culture, science, arts"
ES,Calle Pedro del Toro,male,other
ES,Calle Pedro Fernandez Romero,male,other
ES,Calle Pedro Melgarejo,male,other
ES,Calle Pedro Menéndez de Avilés,male,"culture, science, arts; military"
ES,Calle Pedro Miguel,male,other
ES,Calle Pedro Muñoz Torres,male,other
ES,Calle Pedro Pecador,male,other
ES,Calle Pedro Pérez Fernández,male,"culture, science, arts; culture, science, arts"
ES,Calle Pedro Poveda,male,religion
ES,Calle Pedro Roldán,male,"culture, science, arts"
ES,Calle Pedro Salinas,male,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Pedro Tafur,male,"culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Pedro Valdivia,male,"culture, science, arts; military; politics and government"
ES,Calle Pelay Correa,male,military
ES,Calle Pepe Hillo,male,"other; other; culture, science, arts"
ES,Calle Pepe Luis Vázquez,male,other
ES,Calle Pepe Marchena,male,"culture, science, arts; culture, science, arts"
ES,Calle Pepe Mayorga,male,other
ES,Calle Pepe Suero,male,"culture, science, arts"
ES,Calle Perafán de Rivera,male,other
ES,Calle Pérez Galdós,male,"culture, science, arts; culture, science, arts; politics and government; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Perez Garayo,female,other
ES,Calle Periodista Eduardo Chinarro Diaz,male,other
ES,Calle Periodista Emilio Segura,male,other
ES,Calle Periodista Filiberto Mira,male,"culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Periodista José Antonio Garmendia,male,other
ES,Calle Periodista José Couso,male,"culture, science, arts; culture, science, arts"
ES,Calle Periodista José María Requena,male,"culture, science, arts; culture, science, arts"
ES,Calle Periodista Juan Carlos Vélez Ruiz,male,other
ES,Calle Periodista Juan Tribuna,male,"culture, science, arts; other; culture, science, arts"
ES,Calle Periodista Manuel Ramírez Fernández,male,"culture, science, arts"
ES,Calle Periodista Nicolás Salas,male,"culture, science, arts; culture, science, arts"
ES,Calle Periodista Ramón Resa,male,other
ES,Calle Peris Mencheta,male,"culture, science, arts; politics and government"
ES,Calle Petrarca,male,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; other; culture, science, arts; culture, science, arts"
ES,Calle Pina López Gay,female,politics and government
ES,Calle Pino Calabres,male,other
ES,Calle Pintor Alfonso Grosso,male,"culture, science, arts; culture, science, arts"
ES,Calle Pintor Carlos Santiesteban,male,"culture, science, arts"
ES,Calle Pintor González Santos,male,"culture, science, arts"
ES,Calle Pintor Juan Miguel Sánchez,male,"culture, science, arts"
ES,Calle Pintor Rosales,male,other
ES,Calle Pinzón,male,"culture, science, arts"
ES,Calle Pinzón,male,"culture, science, arts; other"
ES,Calle Pío Baroja,male,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; other; culture, science, arts; other"
ES,Calle Pitágoras,male,"culture, science, arts; culture, science, arts; politics and government; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Plácido Fernández Viagas,male,politics and government; politics and government
ES,Calle Poeta Fernández de los Ríos,male,"culture, science, arts; politics and government; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Poeta Juan Pachón García,male,other
ES,Calle Poeta Manuel Benítez Carrasco,male,"culture, science, arts"
ES,Calle Presidente Cárdenas,male,politics and government; military
ES,Calle Primo Nebiolo,male,other
ES,Calle privada Rafael López Sánchez,male,other
ES,Calle Procuradora Ascensión García Ortiz,female,other
ES,Calle Profesor Antonio Calderón Quija,male,"culture, science, arts; culture, science, arts; politics and government"
ES,Calle Profesor García González,male,"culture, science, arts; culture, science, arts"
ES,Calle Profesor Gonzalo Sánchez Vázquez,male,other
ES,Calle Profesor Heliodoro Sancho Corbacho,male,other
ES,Calle Profesor Manuel Clavero Arévalo,male,"politics and government; culture, science, arts; culture, science, arts"
ES,Calle Profesor Manuel Martínez Moreno,male,"culture, science, arts; culture, science, arts"
ES,Calle Profesor Manuel Olivencia Ruiz,male,"other; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Profesor Morales Padron,male,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Profesor Tierno Galván,male,"politics and government; culture, science, arts; culture, science, arts; politics and government; culture, science, arts; culture, science, arts"
ES,Calle Puente y Pellón,male,politics and government
ES,Calle Puñonrostro,male,military
ES,Calle Quevedo,male,"culture, science, arts; culture, science, arts"
ES,Calle Químico Antonio Soto,male,other
ES,Calle Quintana,male,"culture, science, arts; culture, science, arts; politics and government"
ES,Calle Quirós,male,"religion; culture, science, arts; culture, science, arts"
ES,Calle Rafael Alberti,male,"culture, science, arts; culture, science, arts; culture, science, arts; politics and government; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Rafael Beca Mateos,male,other
ES,Calle Rafael Belmonte García,male,other
ES,Calle Rafael Calvo,male,"culture, science, arts"
ES,Calle Rafael Cansinos Assens,male,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Rafael Cantarero,male,other
ES,Calle Rafael de León,male,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Rafael García Miguel,male,other
ES,Calle Rafael Gómez Ortega,male,other; other
ES,Calle Rafael González Abreu,male,"other; culture, science, arts; politics and government"
ES,Calle Rafael González Romero,male,other
ES,Calle Rafael Gonzalez Serna,male,other
ES,Calle Rafael Laffón,male,"culture, science, arts; culture, science, arts; politics and government"
ES,Calle Rafael Lafón,male,other
ES,Calle Rafael María de Labra,male,"politics and government; culture, science, arts; politics and government"
ES,Calle Rafael Salas González,male,other
ES,Calle Rafael Salgado,male,politics and government
ES,Calle Rafi Herencia,male,other
ES,Calle Raimundo Lulio,male,"culture, science, arts; culture, science, arts; religion; religion; culture, science, arts; culture, science, arts; religion"
ES,Calle Ramón Areces,male,other
ES,Calle Ramón de la Cruz,male,"culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Recaredo,male,politics and government
ES,Calle Rector Candil,male,"politics and government; culture, science, arts; culture, science, arts"
ES,Calle Rectora Rosario Valpuesta Fernández,female,"culture, science, arts"
ES,Calle Reina de la Paz,female,other
ES,Calle Reina de los Angeles,female,other
ES,Calle Reina de los Ángeles,female,other
ES,Calle Reina de los Apóstoles,female,other
ES,Calle Reina de los Mártires,female,other
ES,Calle Reina de los Profetas,female,other
ES,Calle Reina del Cielo,female,other
ES,Calle Reina del Mundo,female,other
ES,Calle Reina Victoria,female,other
ES,Calle Reinoso,male,"culture, science, arts"
ES,Calle Reyes Católicos,female,politics and government
ES,Calle Reyes Católicos,male,politics and government
ES,Calle Ricardo de Checa,male,"politics and government; culture, science, arts"
ES,Calle Ricardo Palma,male,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; politics and government"
ES,Calle Ricardo Torres Bombita,male,other; other
ES,Calle Rico Cejudo,male,"culture, science, arts"
ES,Calle Rigoberta Menchú,female,"politics and government; culture, science, arts; culture, science, arts; politics and government"
ES,Calle Rioja,male,"culture, science, arts; religion; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Riquelme Quiros,male,religion
ES,Calle Rivero,male,politics and government
ES,Calle Rodrigo Caro,male,"culture, science, arts; culture, science, arts; religion; culture, science, arts; other"
ES,Calle Rodrigo de Escobedo,male,"other; culture, science, arts; culture, science, arts"
ES,Calle Rodrigo de la Bastida,male,military
ES,Calle Rodrigo de Triana,male,"culture, science, arts; other; other"
ES,Calle Rodríguez Zapata,male,"culture, science, arts; culture, science, arts; religion; culture, science, arts"
ES,Calle Rodriquez Marín,male,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; other; culture, science, arts; politics and government"
ES,Calle Roelas,male,"culture, science, arts"
ES,Calle Roger de Lauria,male,military
ES,Calle Roguelio Vigil de Quiñones,male,military; other
ES,Calle Rojas Zorrilla,male,"culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Roldana,female,"culture, science, arts"
ES,Calle Romero de Torres,male,"culture, science, arts"
ES,Calle Roque Balduque,male,"culture, science, arts"
ES,Calle Roque Barcia,male,"politics and government; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Rosa María Morán,male,military
ES,Calle Rosario Pino,female,"culture, science, arts; culture, science, arts"
ES,Calle Rosario Vega,female,other
ES,Calle Rubén Darío,male,"culture, science, arts; culture, science, arts; politics and government; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Rubens,male,"politics and government; culture, science, arts; culture, science, arts; culture, science, arts; other; culture, science, arts"
ES,Calle Ruiz de Alarcón,male,"culture, science, arts; culture, science, arts"
ES,Calle Ruiz de Gijón,male,"culture, science, arts"
ES,Calle Saavedra Fajardo,male,"culture, science, arts; politics and government; culture, science, arts"
ES,Calle Sagasta,male,other
ES,Calle Sales y Ferré,male,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Salinas,male,"culture, science, arts; religion; culture, science, arts"
ES,Calle Salvador Allende,male,politics and government; other; other
ES,Calle Salvador Dalí,male,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Salvador Guardiola Fantoni,male,other; other
ES,Calle Salvador Távora,male,"culture, science, arts"
ES,Calle Samuel Morse,male,"culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle San Alonso de Orozco,male,"religion; culture, science, arts"
ES,Calle San Andrés,male,religion; religion; other
ES,Calle San Antonio Abad,male,"religion; religion; culture, science, arts"
ES,Calle San Antonio María Claret,male,religion; religion
ES,Calle San Benito,male,"culture, science, arts"
ES,Calle San Clemente,male,religion; religion
ES,Calle San Fernando,male,politics and government; military
ES,Calle San Florencio,male,religion
ES,Calle San Ignacio,male,religion; religion
ES,Calle San Joaquín,male,other; other
ES,Calle San José de Calasanz,male,"religion; culture, science, arts; religion; religion"
ES,Calle San José de Palmete,male,other
ES,Calle San Juan,male,"other; religion; religion; culture, science, arts"
ES,Calle San Juan Bosco,male,religion
ES,Calle San Juan de Ávila,male,"culture, science, arts; religion; religion"
ES,Calle San Juan de Aznalfarache,male,religion
ES,Calle San Juan de Dios,male,"other; military; culture, science, arts; other"
ES,Calle San Juan de la Cruz,male,"culture, science, arts; culture, science, arts; religion"
ES,Calle San Juan de Ribera,male,religion
ES,Calle San Melchor Rodríguez García,male,other
ES,Calle San Miguel,male,other
ES,Calle San Pedro Mártir,male,religion; politics and government
ES,Calle San Primitivo,male,other
ES,Calle San Quintín,male,religion
ES,Calle San Roque,male,other
ES,Calle San Salvador,male,other
ES,Calle San Vicente de Paul,male,religion; religion
ES,Calle San Vicente de Paúl,male,religion; religion
ES,Calle San Víctor,male,religion; religion
ES,Calle Sánchez Barcaiztegui,male,other
ES,Calle Sánchez de Castro,male,"culture, science, arts"
ES,Calle Sánchez Perrier,male,"culture, science, arts"
ES,Calle Sánchez Reciente,male,"culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Santa Ángela de la Cruz,female,religion
ES,Calle Santa Catalina,female,religion
ES,Calle Santa Elena,female,politics and government
ES,Calle Santa Isabel,female,other
ES,Calle Santa Joaquina de Vedruna,female,religion
ES,Calle Santa Justa,female,other
ES,Calle Santa Lucía,female,other
ES,Calle Santa Margarita,female,"culture, science, arts"
ES,Calle Santa María,female,other
ES,Calle Santa María de Gracia,female,other
ES,Calle Santa María de la Cabeza,female,other
ES,Calle Santa María de la Guía,female,other
ES,Calle Santa María de la Hiedra,female,other
ES,Calle Santa María de las Rocinas,female,other
ES,Calle Santa Mariá de Lezama,female,other
ES,Calle Santa María de los Reyes,female,other
ES,Calle Santa María de Ordás,female,other
ES,Calle Santa María de Valverde,female,other
ES,Calle Santa María del Campo,female,other
ES,Calle Santa Maria del Mar,female,other
ES,Calle Santa Maria del Reposo,female,other
ES,Calle Santa María del Reposo,female,other
ES,Calle Santa María del Robledo,female,other
ES,Calle Santa María del Rocío,female,other
ES,Calle Santa María Magdalena,female,other; religion
ES,Calle Santa María Mazzarello,female,religion
ES,Calle Santa Olalla,female,other
ES,Calle Santa Paula,female,"religion; culture, science, arts"
ES,Calle Santa Rosa,female,"culture, science, arts"
ES,Calle Santa Rufina,female,other
ES,Calle Santa Teresa,female,"culture, science, arts; culture, science, arts; other"
ES,Calle Santa Vicenta María,female,religion
ES,Calle Santillana,male,"culture, science, arts; politics and government; culture, science, arts; military"
ES,Calle Santo Domingo de la Calzada,male,religion
ES,Calle Santo Domingo Savio,male,other
ES,Calle Santo Rey,male,politics and government; military
ES,Calle Sarasate,male,"culture, science, arts; culture, science, arts"
ES,Calle Sebastián Cabot,male,"culture, science, arts; culture, science, arts"
ES,Calle Sebastián de Belalcazar,male,"culture, science, arts; military"
ES,Calle Sebastián Gómez,male,"culture, science, arts"
ES,Calle Sebastián Llano,male,"culture, science, arts"
ES,Calle Sebastián Trujillo,male,"culture, science, arts"
ES,Calle Severo Ochoa,male,"other; culture, science, arts; culture, science, arts; culture, science, arts"
ES,Calle Simón de Pineda,male,"culture, science, arts"
ES,Calle Soledad Miranda,female,"culture, science, arts; culture, science, arts; culture, science, arts"
